datetime,title,duration,,
10/11/2025 18:31,Blake Shelton - Boys 'Round Here,223,,
10/11/2025 18:35,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,89,,
10/11/2025 18:37,Listen.FM - Listen.FM,10,,
10/11/2025 18:37,Jon Pardi - Friday Night Heartbreaker,206,,
10/11/2025 18:40,Tim McGraw - Paper Umbrellas (feat. Parker McCollum),209,,
10/11/2025 18:44,Morgan Wallen - Just In Case,164,,
10/11/2025 18:46,Jason Aldean - How Far Does A Goodbye Go,231,,
10/11/2025 18:50,George Birge - Mind On You,170,,
10/11/2025 18:53,Luke Combs - Back in the Saddle,220,,
10/11/2025 18:57,Dan + Shay - Save Me The Trouble,198,,
10/11/2025 19:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,,
10/11/2025 19:02,Kickin' Kountry@Listen.FM - TOH 4,17,,
10/11/2025 19:02,Old Dominion - One Man Band,177,,
10/11/2025 19:05,Parmalee - Cowgirl,183,,
10/11/2025 19:08,Lady Antebellum - Downtown,194,,
10/11/2025 19:11,Corey Kent - This Heart,180,,
10/11/2025 19:14,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,66,,
10/11/2025 19:15,Listen.FM - Listen.FM,8,,
10/11/2025 19:15,HARDY - Favorite Country Song,185,,
10/11/2025 19:19,Tyler Hubbard - Dancin’ In The Country,184,,
10/11/2025 19:22,Russell Dickerson - Happen To Me,172,,
10/11/2025 19:25,Scotty McCreery - Fall Of Summer,223,,
10/11/2025 19:28,Dierks Bentley - Drunk On A Plane (Yeah Version),259,,
10/11/2025 19:33,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,83,,
10/11/2025 19:34,Listen.FM - Listen.FM,9,,
10/11/2025 19:34,Jason Aldean - Whiskey Drink,187,,
10/11/2025 19:37,Parker McCollum - What Kinda Man,238,,
10/11/2025 19:41,Tim McGraw - Live Like You Were Dying,284,,
10/11/2025 19:46,Miranda Lambert - A Song To Sing (feat. Chris Stapleton),182,,
10/11/2025 19:49,Chase Matthew - Darlin',159,,
10/11/2025 19:52,Luke Combs - Cold As You,187,,
10/11/2025 19:55,Justin Moore - Time’s Ticking,172,,
10/11/2025 19:58,Chris Stapleton - Broken Halos,178,,
10/11/2025 20:01,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,91,,
10/11/2025 20:02,Listen.FM - Listen.FM,5,,
10/11/2025 20:02,Kickin' Kountry@Listen.FM - TOH 5,8,,
10/11/2025 20:02,Dylan Scott - This Town's Been Too Good To Us,185,,
10/11/2025 20:05,Russell Dickerson - Love You Like I Used To,195,,
10/11/2025 20:09,Jackson Dean - Heavens To Betsy,193,,
10/11/2025 20:12,Dierks Bentley - 5-1-5-0,179,,
10/11/2025 20:15,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,60,,
10/11/2025 20:16,Listen.FM - Listen.FM,9,,
10/11/2025 20:16,Kelsea Ballerini - Cowboys Cry Too (with Noah Kahan),220,,
10/11/2025 20:20,Keith Urban - Who Wouldn't Wanna Be Me (Radio Edit),224,,
10/11/2025 20:24,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),230,,
10/11/2025 20:27,Josh Ross - Single Again,173,,
10/11/2025 20:30,Zach Bryan - I Remember Everything (feat. Kacey Musgraves),224,,
10/11/2025 20:34,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,89,,
10/11/2025 20:36,Listen.FM - Listen.FM,9,,
10/11/2025 20:36,Bailey Zimmerman - Rock and a Hard Place,201,,
10/11/2025 20:39,Morgan Wallen - I Got Better,209,,
10/11/2025 20:43,Megan Moroney - You Had To Be There (feat. Kenny Chesney),214,,
10/11/2025 20:46,Koe Wetzel - High Road (feat. Jessie Murph),171,,
10/11/2025 20:49,Dylan Scott - What He'll Never Have,149,,
10/11/2025 20:51,Bryan Martin - We Ride,189,,
10/11/2025 20:55,Eric Church - Hands Of Time,196,,
10/11/2025 20:58,Luke Combs - The Kind of Love We Make,224,,
10/11/2025 21:02,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,87,,
10/11/2025 21:03,Listen.FM - Listen.FM,2,,
10/11/2025 21:03,Kickin' Kountry@Listen.FM - TOH 6,23,,
10/11/2025 21:04,Riley Green - Don't Mind If I Do (feat. Ella Langley),214,,
10/11/2025 21:07,Luke Bryan - One Margarita,191,,
10/11/2025 21:10,Meghan Patrick - Golden Child,214,,
10/11/2025 21:14,Jason Aldean - Lights Come On,193,,
10/11/2025 21:17,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,62,,
10/11/2025 21:18,Listen.FM - Listen.FM,10,,
10/11/2025 21:18,Morgan Wallen - I'm The Problem,174,,
10/11/2025 21:21,Max McNown - Better Me For You (Brown Eyes),199,,
10/11/2025 21:25,Sam Hunt - Take Your Time (Radio Edit),210,,
10/11/2025 21:28,Jelly Roll - Heart Of Stone,185,,
10/11/2025 21:31,Matt Stell - Breakin' in Boots,154,,
10/11/2025 21:34,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,,
10/11/2025 21:35,Listen.FM - Listen.FM,3,,
10/11/2025 21:35,Dustin Lynch - Small Town Boy,201,,
10/11/2025 21:39,Tucker Wetmore - Wind Up Missin' You [Clean Edit],164,,
10/11/2025 21:41,Zach Top - Good Times & Tan Lines,153,,
10/11/2025 21:44,Sara Evans - Suds In The Bucket,236,,
10/11/2025 21:48,George Birge - It Won't Be Long,183,,
10/11/2025 21:51,Jordan Davis - Bar None,180,,
10/11/2025 21:54,Scotty McCreery - It Matters To Her,159,,
10/11/2025 21:57,Keith Urban - Straight Line,214,,
10/11/2025 22:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,96,,
10/11/2025 22:02,Kickin' Kountry@Listen.FM - TOH 7,20,,
10/11/2025 22:02,Blake Shelton - God Gave Me You (Album Version),219,,
10/11/2025 22:06,Morgan Wallen - Lies Lies Lies,195,,
10/11/2025 22:09,Zac Brown Band f/Jimmy Buffett - Knee Deep,200,,
10/11/2025 22:12,Lainey Wilson - Somewhere Over Laredo,219,,
10/11/2025 22:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,64,,
10/11/2025 22:17,Listen.FM - Listen.FM,5,,
10/11/2025 22:17,Kane Brown - Heaven,170,,
10/11/2025 22:20,Jon Pardi - Your Heart Or Mine,174,,
10/11/2025 22:23,Dustin Lynch - Where It's At,202,,
10/11/2025 22:26,Luke Combs - Back in the Saddle,212,,
10/11/2025 22:30,Jason Aldean w/Kelly Clarkson - Don't You Wanna Stay (Radio Edit),219,,
10/11/2025 22:34,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,93,,
10/11/2025 22:35,Listen.FM - Listen.FM,10,,
10/11/2025 22:35,Thomas Rhett - Beautiful As You,161,,
10/11/2025 22:38,Eli Young Band - Even If It Breaks Your Heart (Radio Edit),219,,
10/11/2025 22:42,"Tucker Wetmore - 3,149,1",0,,
10/11/2025 22:44,Megan Moroney - 6 Months Later,185,,
10/11/2025 22:47,Ella Langley - you look like you love me (feat. Riley Green),215,,
10/11/2025 22:51,Rascal Flatts & Jonas Brothers - I Dare You,234,,
10/11/2025 22:55,Chris Stapleton - White Horse [Radio Edit],216,,
10/11/2025 22:58,Russell Dickerson - Happen To Me,173,,
10/11/2025 23:01,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,,
10/11/2025 23:03,Kickin' Kountry@Listen.FM - TOH 8,21,,
10/11/2025 23:03,Kenny Chesney - American Kids (Album Version),179,,
10/11/2025 23:06,Jon Pardi - Friday Night Heartbreaker,209,,
10/11/2025 23:10,Cole Swindell - Single Saturday Night,184,,
10/11/2025 23:13,Blake Shelton - Stay Country or Die Tryin',205,,
10/11/2025 23:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,65,,
10/11/2025 23:17,Listen.FM - Listen.FM,6,,
10/11/2025 23:17,Luke Combs - Even Though I'm Leaving,225,,
10/11/2025 23:21,Dasha - Austin [Clean],172,,
10/11/2025 23:24,Morgan Wallen - I Ain't Comin' Back (feat. Post Malone),171,,
10/11/2025 23:27,Walker Hayes - Fancy Like,164,,
10/11/2025 23:30,Chase Matthew - Darlin',167,,
10/11/2025 23:32,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,92,,
10/11/2025 23:34,Listen.FM - Listen.FM,10,,
10/11/2025 23:34,Lainey Wilson - Hang Tight Honey,183,,
10/11/2025 23:37,Carrie Underwood - Blown Away (Album Version),236,,
10/11/2025 23:41,Dylan Marlowe & Dylan Scott - Boys Back Home,164,,
10/11/2025 23:44,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),235,,
10/11/2025 23:48,Kenny Chesney - Beer In Mexico,218,,
10/11/2025 23:51,Tim McGraw - Paper Umbrellas (feat. Parker McCollum),209,,
10/11/2025 23:55,Hudson Westbrook - House Again (feat. Miranda Lambert),200,,
10/11/2025 23:58,Old Dominion - Make It Sweet,186,,
10/12/2025 0:01,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,91,,
10/12/2025 0:03,Listen.FM - Listen.FM,4,,
10/12/2025 0:03,Kickin' Kountry@Listen.FM - TOH 9,17,,
10/12/2025 0:03,Jason Aldean - How Far Does A Goodbye Go,220,,
10/12/2025 0:07,Dustin Lynch - Good Girl,199,,
10/12/2025 0:10,Jelly Roll - Need A Favor,189,,
10/12/2025 0:13,Luke Bryan - Country Girl (Shake It For Me),224,,
10/12/2025 0:17,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,65,,
10/12/2025 0:18,Listen.FM - Listen.FM,5,,
10/12/2025 0:18,Morgan Wallen - I Got Better,205,,
10/12/2025 0:22,LoCash - I Love This Life,216,,
10/12/2025 0:25,Russell Dickerson - God Gave Me a Girl,178,,
10/12/2025 0:28,Kenny Chesney - Summertime,204,,
10/12/2025 0:32,Parker McCollum - What Kinda Man,226,,
10/12/2025 0:36,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,96,,
10/12/2025 0:37,Listen.FM - Listen.FM,10,,
10/12/2025 0:37,Post Malone - Guy For That (feat. Luke Combs),152,,
10/12/2025 0:40,Chayce Beckham - 23,230,,
10/12/2025 0:44,Dylan Scott - My Girl,189,,
10/12/2025 0:47,Jackson Dean - Heavens To Betsy,208,,
10/12/2025 0:50,Parmalee - Cowgirl,174,,
10/12/2025 0:53,Jordan Davis - I Ain't Sayin',173,,
10/12/2025 0:56,HARDY - Favorite Country Song,187,,
10/12/2025 0:59,Kane Brown - Bury Me in Georgia [Radio Edit],169,,
10/12/2025 1:02,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,96,,
10/12/2025 1:04,Kickin' Kountry@Listen.FM - TOH 1,13,,
10/12/2025 1:04,Jelly Roll - Heart Of Stone,176,,
10/12/2025 1:07,Jason Aldean & Carrie Underwood - If I Didn't Love You,219,,
10/12/2025 1:11,Eric Church - Hands Of Time,195,,
10/12/2025 1:14,Blake Shelton - A Guy With A Girl,184,,
10/12/2025 1:17,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,63,,
10/12/2025 1:18,Listen.FM - Listen.FM,12,,
10/12/2025 1:18,Miranda Lambert - A Song To Sing (feat. Chris Stapleton),169,,
10/12/2025 1:21,Brantley Gilbert - You Don't Know Her Like I Do (Radio Edit),294,,
10/12/2025 1:26,Morgan Wallen - Thinkin’ Bout Me,165,,
10/12/2025 1:29,Justin Moore - Time’s Ticking,178,,
10/12/2025 1:32,Florida-Georgia Line - This Is How We Roll,226,,
10/12/2025 1:35,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,89,,
10/12/2025 1:37,Listen.FM - Listen.FM,9,,
10/12/2025 1:37,Jordan Davis - Bar None,169,,
10/12/2025 1:40,Cody Johnson - The Painter,212,,
10/12/2025 1:43,Lee Brice - One Of Them Girls,185,,
10/12/2025 1:46,Jelly Roll - Liar,206,,
10/12/2025 1:50,Riley Green - Don't Mind If I Do (feat. Ella Langley),210,,
10/12/2025 1:53,Rascal Flatts - Fast Cars And Freedom,266,,
10/12/2025 1:58,Megan Moroney - You Had To Be There (feat. Kenny Chesney),215,,
10/12/2025 2:01,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,89,,
10/12/2025 2:03,Kickin' Kountry@Listen.FM - TOH 2,19,,
10/12/2025 2:03,Morgan Wallen - Wasted On You,169,,
10/12/2025 2:06,Dylan Scott - What He'll Never Have,155,,
10/12/2025 2:09,Elle King & Miranda Lambert - Drunk (And I Don't Wanna Go Home),239,,
10/12/2025 2:13,Dan + Shay - Bigger Houses,195,,
10/12/2025 2:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,60,,
10/12/2025 2:17,Listen.FM - Listen.FM,8,,
10/12/2025 2:17,Jordan Davis - Next Thing You Know,166,,
10/12/2025 2:20,Zach Top - Good Times & Tan Lines,163,,
10/12/2025 2:23,Dierks Bentley - Gold,158,,
10/12/2025 2:25,Parmalee - Girl In Mine,160,,
10/12/2025 2:28,Keith Urban - Somebody Like You (Single Version),0,,
10/12/2025 17:26,Kelsea Ballerini - Cowboys Cry Too (with Noah Kahan),208,,
10/12/2025 17:30,Chase Matthew - Darlin',163,,
10/12/2025 17:32,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,93,,
10/12/2025 17:34,Listen.FM - Listen.FM,12,,
10/12/2025 17:34,Parker McCollum - Burn It Down [Radio Edit],206,,
10/12/2025 17:38,Jon Pardi - Friday Night Heartbreaker,216,,
10/12/2025 17:41,Thomas Rhett - Die A Happy Man,220,,
10/12/2025 17:45,Miranda Lambert - A Song To Sing (feat. Chris Stapleton),176,,
10/12/2025 17:48,Bebe Rexha f/Florida-Georgia Line - Meant To Be,165,,
10/12/2025 17:51,Shaboozey - Good News,202,,
10/12/2025 17:54,Justin Moore - Time’s Ticking,175,,
10/12/2025 17:57,Darius Rucker - Wagon Wheel (Radio Edit),233,,
10/12/2025 18:01,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,96,,
10/12/2025 18:02,Kickin' Kountry@Listen.FM - TOH 9,18,,
10/12/2025 18:03,Morgan Wallen - I Got Better,204,,
10/12/2025 18:06,Russell Dickerson - God Gave Me a Girl,190,,
10/12/2025 18:09,Luke Combs - Lovin' On You,191,,
10/12/2025 18:12,Lainey Wilson - 4x4xU,227,,
10/12/2025 18:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,64,,
10/12/2025 18:17,Listen.FM - Listen.FM,5,,
10/12/2025 18:17,Parker McCollum - What Kinda Man,226,,
10/12/2025 18:21,Blake Shelton - Ol' Red,228,,
10/12/2025 18:25,Megan Moroney - You Had To Be There (feat. Kenny Chesney),212,,
10/12/2025 18:28,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),233,,
10/12/2025 18:32,Bryan Martin - We Ride,186,,
10/12/2025 18:35,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,89,,
10/12/2025 18:37,Listen.FM - Listen.FM,8,,
10/12/2025 18:37,Dylan Scott - What He'll Never Have,143,,
10/12/2025 18:40,Justin Moore - With A Woman You Love,171,,
10/12/2025 18:42,Riley Green - Worst Way,216,,
10/12/2025 18:46,Luke Bryan - That's My Kind Of Night,190,,
10/12/2025 18:49,Hudson Westbrook - House Again (feat. Miranda Lambert),199,,
10/12/2025 18:52,Luke Combs - Hurricane,224,,
10/12/2025 18:56,Matt Stell - Breakin' in Boots,150,,
10/12/2025 18:59,Rascal Flatts - Life Is A Highway,273,,
10/12/2025 19:03,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,,
10/12/2025 19:05,Kickin' Kountry@Listen.FM - TOH 1,13,,
10/12/2025 19:05,Jelly Roll - Heart Of Stone,177,,
10/12/2025 19:08,Morgan Wallen - Love Somebody,209,,
10/12/2025 19:12,Thomas Rhett - Beautiful As You,159,,
10/12/2025 19:14,Jason Aldean - When She Says Baby,170,,
10/12/2025 19:17,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,59,,
10/12/2025 19:18,Listen.FM - Listen.FM,10,,
10/12/2025 19:18,Jackson Dean - Heavens To Betsy,196,,
10/12/2025 19:21,Meghan Patrick - Golden Child,223,,
10/12/2025 19:25,Blake Shelton - Texas,161,,
10/12/2025 19:28,Max McNown - Better Me For You (Brown Eyes),194,,
10/12/2025 19:31,Lainey Wilson - Hang Tight Honey,188,,
10/12/2025 19:34,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,95,,
10/12/2025 19:36,Listen.FM - Listen.FM,10,,
10/12/2025 19:36,Jordan Davis - Bar None,169,,
10/12/2025 19:39,Sam Hunt - Kinfolks,185,,
10/12/2025 19:42,Eric Church - Hands Of Time,199,,
10/12/2025 19:45,Florida-Georgia Line - Round Here,204,,
10/12/2025 19:49,George Birge - It Won't Be Long,189,,
10/12/2025 19:52,Russell Dickerson - Blue Tacoma,216,,
10/12/2025 19:55,Jelly Roll - I Am Not Okay,188,,
10/12/2025 19:59,Keith Urban - Straight Line,212,,
10/12/2025 20:02,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,93,,
10/12/2025 20:04,Kickin' Kountry@Listen.FM - TOH 2,15,,
10/12/2025 20:04,Dustin Lynch - Thinking 'Bout You (feat. MacKenzie Porter),168,,
10/12/2025 20:07,Luke Combs - Back in the Saddle,219,,
10/12/2025 20:10,Thomas Rhett - Mamaw's House (feat. Morgan Wallen),175,,
10/12/2025 20:13,Jordan Davis - What My World Spins Around,183,,
10/12/2025 20:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,61,,
10/12/2025 20:17,Listen.FM - Listen.FM,8,,
10/12/2025 20:18,Bailey Zimmerman - Holy Smokes,190,,
10/12/2025 20:21,Riley Green - Don't Mind If I Do (feat. Ella Langley),226,,
10/12/2025 20:25,Kenny Chesney - I Go Back,236,,
10/12/2025 20:28,Megan Moroney - 6 Months Later,179,,
10/12/2025 20:31,Russell Dickerson - Happen To Me,174,,
10/12/2025 20:34,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,,
10/12/2025 20:36,Listen.FM - Listen.FM,11,,
10/12/2025 20:36,Chris Stapleton - Tennessee Whiskey,217,,
10/12/2025 20:40,Rascal Flatts & Jonas Brothers - I Dare You,240,,
10/12/2025 20:44,Lee Brice - Rumor,190,,
10/12/2025 20:47,George Birge - Cowboy Songs [Album Version],187,,
10/12/2025 20:50,Luke Bryan - Country Girl (Shake It For Me),225,,
10/12/2025 20:54,Morgan Wallen - I Ain't Comin' Back (feat. Post Malone),172,,
10/12/2025 20:57,Luke Combs - Better Together,218,,
10/12/2025 21:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,87,,
10/12/2025 21:02,Kickin' Kountry@Listen.FM - TOH 3,15,,
10/12/2025 21:02,Scotty McCreery - In Between,218,,
10/12/2025 21:06,Chase Matthew - Darlin',169,,
10/12/2025 21:09,Megan Moroney - Am I Okay?,230,,
10/12/2025 21:12,Kane Brown - Bury Me in Georgia [Radio Edit],171,,
10/12/2025 21:15,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,67,,
10/12/2025 21:16,Listen.FM - Listen.FM,0,,
10/12/2025 21:16,Jon Pardi - Dirt On My Boots,202,,
10/12/2025 21:20,Lainey Wilson - Somewhere Over Laredo,228,,
10/12/2025 21:24,Blake Shelton - Stay Country or Die Tryin',204,,
10/12/2025 21:27,Old Dominion - Coming Home,170,,
10/12/2025 21:30,Zach Top - Good Times & Tan Lines,159,,
10/12/2025 21:32,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,89,,
10/12/2025 21:34,Listen.FM - Listen.FM,11,,
10/12/2025 21:34,Cody Johnson - The Painter,203,,
10/12/2025 21:38,Morgan Wallen - I Got Better,212,,
10/12/2025 21:41,Kip Moore - Somethin' 'Bout A Truck (Radio Edit),184,,
10/12/2025 21:44,"Tucker Wetmore - 3,161,1",0,,
10/12/2025 21:47,Brantley Gilbert - Bottoms Up,212,,
10/12/2025 21:50,Tim McGraw - Paper Umbrellas (feat. Parker McCollum),211,,
10/12/2025 21:54,Thomas Rhett - T-Shirt,202,,
10/12/2025 21:57,Jelly Roll - Need A Favor,190,,
10/12/2025 22:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,93,,
10/12/2025 22:02,Kickin' Kountry@Listen.FM - TOH 4,19,,
10/12/2025 22:02,Jason Aldean - How Far Does A Goodbye Go,222,,
10/12/2025 22:06,Nate Smith - Whiskey On You,183,,
10/12/2025 22:09,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),232,,
10/12/2025 22:13,Chris Janson - All I Need Is You,152,,
10/12/2025 22:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,66,,
10/12/2025 22:17,Listen.FM - Listen.FM,8,,
10/12/2025 22:17,Cody Johnson - 'Til You Can't,212,,
10/12/2025 22:20,Morgan Wallen - Just In Case,177,,
10/12/2025 22:23,Jon Pardi - Friday Night Heartbreaker,203,,
10/12/2025 22:27,Keith Urban - Long Hot Summer,233,,
10/12/2025 22:31,Parmalee - Cowgirl,179,,
10/12/2025 22:34,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,92,,
10/12/2025 22:35,Listen.FM - Listen.FM,8,,
10/12/2025 22:35,Jelly Roll - Heart Of Stone,180,,
10/12/2025 22:38,Sam Hunt - 23,183,,
10/12/2025 22:41,HARDY - Favorite Country Song,180,,
10/12/2025 22:44,Blake Shelton - God's Country,210,,
10/12/2025 22:48,Riley Green - Damn Good Day To Leave,203,,
10/12/2025 22:51,Luke Combs - Forever After All,235,,
10/12/2025 22:55,Parker McCollum - What Kinda Man,224,,
10/12/2025 22:59,Morgan Wallen - Whiskey Glasses,225,,
10/12/2025 23:03,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,96,,
10/12/2025 23:04,Kickin' Kountry@Listen.FM - TOH 5,14,,
10/12/2025 23:04,Dan + Shay - Save Me The Trouble,199,,
10/12/2025 23:08,Jason Aldean - Big Green Tractor,205,,
10/12/2025 23:11,Jordan Davis - Bar None,170,,
10/12/2025 23:14,Toby Keith - God Love Her (Album Version),204,,
10/12/2025 23:17,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,65,,
10/12/2025 23:19,Listen.FM - Listen.FM,5,,
10/12/2025 23:19,Scotty McCreery - Fall Of Summer,218,,
10/12/2025 23:22,Luke Bryan - Play It Again,235,,
10/12/2025 23:26,Hudson Westbrook - House Again (feat. Miranda Lambert),200,,
10/12/2025 23:30,Dylan Scott - What He'll Never Have,149,,
10/12/2025 23:32,Zach Top - I Never Lie,220,,
10/12/2025 23:36,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,88,,
10/12/2025 23:37,Listen.FM - Listen.FM,11,,
10/12/2025 23:37,Justin Moore - Time’s Ticking,173,,
10/12/2025 23:40,Morgan Wallen - Man Made A Bar,192,,
10/12/2025 23:43,Luke Combs - Back in the Saddle,207,,
10/12/2025 23:47,Thomas Rhett - Unforgettable,164,,
10/12/2025 23:50,Jackson Dean - Heavens To Betsy,196,,
10/12/2025 23:53,Old Dominion - One Man Band,3,,
10/12/2025 23:53,Jackson Dean - Heavens To Betsy,3,,
10/12/2025 23:53,Old Dominion - One Man Band,178,,
10/12/2025 23:56,Megan Moroney - You Had To Be There (feat. Kenny Chesney),214,,
10/13/2025 0:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,99,,
10/13/2025 0:01,Kickin' Kountry@Listen.FM - TOH 6,15,,
10/13/2025 0:02,Cody Johnson - I'm Gonna Love You (with Carrie Underwood),182,,
10/13/2025 0:05,Miranda Lambert - A Song To Sing (feat. Chris Stapleton),178,,
10/13/2025 0:08,Blake Shelton - Boys 'Round Here,219,,
10/13/2025 0:11,Russell Dickerson - Happen To Me,179,,
10/13/2025 0:14,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,59,,
10/13/2025 0:15,Listen.FM - Listen.FM,11,,
10/13/2025 0:15,Zach Bryan - I Remember Everything (feat. Kacey Musgraves),214,,
10/13/2025 0:19,Tyler Hubbard - Dancin’ In The Country,185,,
10/13/2025 0:22,Carly Pearce - truck on fire,201,,
10/13/2025 0:25,Eric Church - Hands Of Time,184,,
10/13/2025 0:28,Brooks & Dunn - Red Dirt Road (Single Edit),239,,
10/13/2025 0:32,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,90,,
10/13/2025 0:34,Listen.FM - Listen.FM,9,,
10/13/2025 0:34,Meghan Patrick - Golden Child,215,,
10/13/2025 0:38,Chase Matthew - Darlin',175,,
10/13/2025 0:41,Luke Combs - Beautiful Crazy,183,,
10/13/2025 0:44,Max McNown - Better Me For You (Brown Eyes),191,,
10/13/2025 0:47,Luke Bryan - Drink A Beer,198,,
10/13/2025 0:50,Jason Aldean - Whiskey Drink,190,,
10/13/2025 0:53,Randy Houser - How Country Feels,181,,
10/13/2025 0:56,Riley Green - Don't Mind If I Do (feat. Ella Langley),212,,
10/13/2025 1:00,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,91,,
10/13/2025 1:01,Listen.FM - Listen.FM,5,,
10/13/2025 1:02,Kickin' Kountry@Listen.FM - TOH 7,13,,
10/13/2025 1:02,Old Dominion - Snapback,207,,
10/13/2025 1:05,Jackson Dean - Fearless [Live at the Ryman],198,,
10/13/2025 1:09,Sugarland - Something More,214,,
10/13/2025 1:12,Morgan Wallen - I Got Better,204,,
10/13/2025 1:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,65,,
10/13/2025 1:17,Listen.FM - Listen.FM,10,,
10/13/2025 1:17,Drew Baldridge - Tough People,211,,
10/13/2025 1:20,Jordan Davis - Tucson Too Late,175,,
10/13/2025 1:23,Kane Brown f/Lauren Alaina - What Ifs,177,,
10/13/2025 1:26,Zach Top - Good Times & Tan Lines,164,,
10/13/2025 1:29,George Birge - It Won't Be Long,192,,
10/13/2025 1:32,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,93,,
10/13/2025 1:34,Listen.FM - Listen.FM,5,,
10/13/2025 1:34,Corey Kent - This Heart,179,,
10/13/2025 1:37,Keith Urban - Straight Line,225,,
10/13/2025 1:41,Ashley Cooke - your place,175,,
10/13/2025 1:43,Scotty McCreery - Bottle Rockets (feat. Hootie & The Blowfish),233,,
10/13/2025 1:47,Jason Aldean - Girl Like You,191,,
10/13/2025 1:51,Lainey Wilson - Somewhere Over Laredo,224,,
10/13/2025 1:54,Dierks Bentley - Drunk On A Plane (Yeah Version),251,,
10/13/2025 1:58,Megan Moroney - 6 Months Later,177,,
10/13/2025 2:01,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,94,,
10/13/2025 2:03,Kickin' Kountry@Listen.FM - TOH 8,15,,
10/13/2025 2:03,Kane Brown - Lose It,173,,
10/13/2025 2:06,Morgan Wallen - I'm The Problem,186,,
10/13/2025 2:09,Rascal Flatts & Jonas Brothers - I Dare You,223,,
10/13/2025 2:13,Russell Dickerson - Love You Like I Used To,186,,
10/13/2025 2:16,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,62,,
10/13/2025 2:17,Listen.FM - Listen.FM,7,,
10/13/2025 2:17,Jelly Roll - Heart Of Stone,177,,
10/13/2025 2:20,Chase Matthew - Love You Again,177,,
10/13/2025 2:23,Bailey Zimmerman - Rock and a Hard Place,198,,
10/13/2025 2:27,Dylan Scott - This Town's Been Too Good To Us,190,,
10/13/2025 2:30,"Tucker Wetmore - 3,156,1",0,,
10/13/2025 2:32,181.FM - THIS STATION WILL CONTINUE AFTER THIS BREAK,89,,
10/13/2025 2:34,Listen.FM - Listen.FM,15,,
